"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"ORF","Norfolk, VA","GPT","Gulfport/Biloxi, MS",
"ORF","Norfolk, VA","ORD","Chicago, IL",
"ORF","Norfolk, VA","IAD","Washington, DC",
"ORF","Norfolk, VA","DEN","Denver, CO",
"ORF","Norfolk, VA","IAD","Washington, DC",
"ORF","Norfolk, VA","ORD","Chicago, IL",
"ORF","Norfolk, VA","DEN","Denver, CO",
"ORF","Norfolk, VA","IAD","Washington, DC",
"ORF","Norfolk, VA","ORD","Chicago, IL",
"ORF","Norfolk, VA","IAD","Washington, DC",
"ORF","Norfolk, VA","ORD","Chicago, IL",
"ORF","Norfolk, VA","CLT","Charlotte, NC",
"ORF","Norfolk, VA","DFW","Dallas/Fort Worth, TX",
"ORF","Norfolk, VA","RIC","Richmond, VA",
"ORF","Norfolk, VA","CLT","Charlotte, NC",
"ORF","Norfolk, VA","DFW","Dallas/Fort Worth, TX",
"ORF","Norfolk, VA","CLT","Charlotte, NC",
"ORF","Norfolk, VA","CLT","Charlotte, NC",
"ORF","Norfolk, VA","MIA","Miami, FL",
"ORF","Norfolk, VA","ORD","Chicago, IL",
"ORF","Norfolk, VA","DFW","Dallas/Fort Worth, TX",
"ORF","Norfolk, VA","CLT","Charlotte, NC",
"ORF","Norfolk, VA","PHL","Philadelphia, PA",
"ORF","Norfolk, VA","CLT","Charlotte, NC",
"ORF","Norfolk, VA","PHL","Philadelphia, PA",
"ORF","Norfolk, VA","MEO","Manteo, NC",
"ORF","Norfolk, VA","EWR","Newark, NJ",
"ORF","Norfolk, VA","MEM","Memphis, TN",
"ORF","Norfolk, VA","IND","Indianapolis, IN",
"ORF","Norfolk, VA","MEM","Memphis, TN",
"ORF","Norfolk, VA","IAD","Washington, DC",
"ORH","Worcester, MA","TEB","Teterboro, NJ",
"ORI","Port Lions, AK","ADQ","Kodiak, AK",
"ORI","Port Lions, AK","KOZ","Ouzinkie, AK",
"ORI","Port Lions, AK","ADQ","Kodiak, AK",
"ORI","Port Lions, AK","ADQ","Kodiak, AK",
"ORI","Port Lions, AK","KOZ","Ouzinkie, AK",
"ORI","Port Lions, AK","ADQ","Kodiak, AK",
"ORV","Noorvik, AK","OTZ","Kotzebue, AK",
"ORV","Noorvik, AK","UNK","Unalakleet, AK",
"ORV","Noorvik, AK","OTZ","Kotzebue, AK",
"ORV","Noorvik, AK","WLK","Selawik, AK",
"ORV","Noorvik, AK","IAN","Kiana, AK",
"ORV","Noorvik, AK","OTZ","Kotzebue, AK",
"ORV","Noorvik, AK","IAN","Kiana, AK",
"ORV","Noorvik, AK","OTZ","Kotzebue, AK",
"ORV","Noorvik, AK","IAN","Kiana, AK",
"ORV","Noorvik, AK","OTZ","Kotzebue, AK",
"ORV","Noorvik, AK","RDB","Red Dog, AK",
"ORV","Noorvik, AK","BKC","Buckland, AK",
"ORV","Noorvik, AK","IAN","Kiana, AK",
"ORV","Noorvik, AK","UNK","Unalakleet, AK",
"ORV","Noorvik, AK","OTZ","Kotzebue, AK",
"ORV","Noorvik, AK","WTK","Noatak, AK",
"ORV","Noorvik, AK","RLU","Bornite/Ruby Creek, AK",
"ORV","Noorvik, AK","ABL","Ambler, AK",
"OTH","North Bend/Coos Bay, OR","RBG","Roseburg, OR",
"OTH","North Bend/Coos Bay, OR","SLE","Salem, OR",
"OTH","North Bend/Coos Bay, OR","SFO","San Francisco, CA",
"OTH","North Bend/Coos Bay, OR","RBG","Roseburg, OR",
"OTH","North Bend/Coos Bay, OR","SLE","Salem, OR",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","SCC","Deadhorse, AK",
"OTZ","Kotzebue, AK","FAI","Fairbanks, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OTZ","Kotzebue, AK","ADQ","Kodiak, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OTZ","Kotzebue, AK","ORV","Noorvik, AK",
"OTZ","Kotzebue, AK","ABL","Ambler, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","OTZ","Kotzebue, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","WLK","Selawik, AK",
"OTZ","Kotzebue, AK","WTK","Noatak, AK",
"OTZ","Kotzebue, AK","ORV","Noorvik, AK",
"OTZ","Kotzebue, AK","KVL","Kivalina, AK",
"OTZ","Kotzebue, AK","BKC","Buckland, AK",
"OTZ","Kotzebue, AK","IAN","Kiana, AK",
"OTZ","Kotzebue, AK","ABL","Ambler, AK",
"OTZ","Kotzebue, AK","DRG","Deering, AK",
"OTZ","Kotzebue, AK","OBU","Kobuk, AK",
"OTZ","Kotzebue, AK","PIZ","Point Lay, AK",
"OTZ","Kotzebue, AK","SHG","Shungnak, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","OTZ","Kotzebue, AK",
"OTZ","Kotzebue, AK","SHG","Shungnak, AK",
"OTZ","Kotzebue, AK","DRG","Deering, AK",
"OTZ","Kotzebue, AK","ORV","Noorvik, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","WTK","Noatak, AK",
"OTZ","Kotzebue, AK","BKC","Buckland, AK",
"OTZ","Kotzebue, AK","SHH","Shishmaref, AK",
"OTZ","Kotzebue, AK","IAN","Kiana, AK",
"OTZ","Kotzebue, AK","ABL","Ambler, AK",
"OTZ","Kotzebue, AK","KVL","Kivalina, AK",
"OTZ","Kotzebue, AK","WLK","Selawik, AK",
"OTZ","Kotzebue, AK","OBU","Kobuk, AK",
"OTZ","Kotzebue, AK","OTZ","Kotzebue, AK",
"OTZ","Kotzebue, AK","SHG","Shungnak, AK",
"OTZ","Kotzebue, AK","DRG","Deering, AK",
"OTZ","Kotzebue, AK","ORV","Noorvik, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","WTK","Noatak, AK",
"OTZ","Kotzebue, AK","BKC","Buckland, AK",
"OTZ","Kotzebue, AK","IAN","Kiana, AK",
"OTZ","Kotzebue, AK","ABL","Ambler, AK",
"OTZ","Kotzebue, AK","KVL","Kivalina, AK",
"OTZ","Kotzebue, AK","WLK","Selawik, AK",
"OTZ","Kotzebue, AK","OBU","Kobuk, AK",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","BKC","Buckland, AK",
"OTZ","Kotzebue, AK","ABL","Ambler, AK",
"OTZ","Kotzebue, AK","WLK","Selawik, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","OTZ","Kotzebue, AK",
"OTZ","Kotzebue, AK","RDB","Red Dog, AK",
"OTZ","Kotzebue, AK","SHG","Shungnak, AK",
"OTZ","Kotzebue, AK","DRG","Deering, AK",
"OTZ","Kotzebue, AK","ORV","Noorvik, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","WTK","Noatak, AK",
"OTZ","Kotzebue, AK","BKC","Buckland, AK",
"OTZ","Kotzebue, AK","IAN","Kiana, AK",
"OTZ","Kotzebue, AK","ABL","Ambler, AK",
"OTZ","Kotzebue, AK","KVL","Kivalina, AK",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","OTZ","Kotzebue, AK",
"OTZ","Kotzebue, AK","RDB","Red Dog, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","WTK","Noatak, AK",
"OTZ","Kotzebue, AK","BKC","Buckland, AK",
"OTZ","Kotzebue, AK","WAA","Wales, AK",
"OTZ","Kotzebue, AK","IAN","Kiana, AK",
"OTZ","Kotzebue, AK","KVL","Kivalina, AK",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","OME","Nome, AK",
"OTZ","Kotzebue, AK","PHO","Point Hope, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OTZ","Kotzebue, AK","UNK","Unalakleet, AK",
"OTZ","Kotzebue, AK","ANC","Anchorage, AK",
"OWB","Owensboro, KY","SFB","Sanford, FL",
"OWB","Owensboro, KY","EVV","Evansville, IN",
"OWB","Owensboro, KY","STL","St. Louis, MO",
"OWB","Owensboro, KY","BNA","Nashville, TN",
"OWB","Owensboro, KY","SFB","Sanford, FL",
"OXC","Waterbury, CT","PBI","West Palm Beach/Palm Beach, FL",
"OXC","Waterbury, CT","FRG","East Farmingdale, NY",
"OXC","Waterbury, CT","BUF","Buffalo, NY",
"OXC","Waterbury, CT","BED","Bedford, MA",
"OXC","Waterbury, CT","FRG","East Farmingdale, NY",
"OXC","Waterbury, CT","BED","Bedford, MA",
"OXC","Waterbury, CT","MVY","Martha's Vineyard, MA",
"PAE","Everett, WA","SNA","Santa Ana, CA",
"PAE","Everett, WA","CHS","Charleston, SC",
"PAE","Everett, WA","SAN","San Diego, CA",
"PAE","Everett, WA","DEN","Denver, CO",
"PAE","Everett, WA","LAX","Los Angeles, CA",
"PAE","Everett, WA","PHX","Phoenix, AZ",
"PAE","Everett, WA","AFW","Dallas/Fort Worth, TX",
"PAE","Everett, WA","PSP","Palm Springs, CA",
"PAE","Everett, WA","LAS","Las Vegas, NV",
"PAE","Everett, WA","SFO","San Francisco, CA",
"PAH","Paducah, KY","ORD","Chicago, IL",
"PBG","Plattsburgh, NY","SFB","Sanford, FL",
"PBG","Plattsburgh, NY","SFB","Sanford, FL",
"PBG","Plattsburgh, NY","PIE","St. Petersburg, FL",
"PBG","Plattsburgh, NY","FLL","Fort Lauderdale, FL",
"PBG","Plattsburgh, NY","BGR","Bangor, ME",
"PBG","Plattsburgh, NY","PGD","Punta Gorda, FL",
"PBG","Plattsburgh, NY","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","MEM","Memphis, TN",
"PBI","West Palm Beach/Palm Beach, FL","ATL","Atlanta, GA",
"PBI","West Palm Beach/Palm Beach, FL","MDW","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","BUF","Buffalo, NY",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","PVD","Providence, RI",
"PBI","West Palm Beach/Palm Beach, FL","BDL","Hartford, CT",
"PBI","West Palm Beach/Palm Beach, FL","LGA","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","HPN","White Plains, NY",
"PBI","West Palm Beach/Palm Beach, FL","BOS","Boston, MA",
"PBI","West Palm Beach/Palm Beach, FL","JFK","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","LAX","Los Angeles, CA",
"PBI","West Palm Beach/Palm Beach, FL","BOS","Boston, MA",
"PBI","West Palm Beach/Palm Beach, FL","JFK","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","BDL","Hartford, CT",
"PBI","West Palm Beach/Palm Beach, FL","LGA","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","HPN","White Plains, NY",
"PBI","West Palm Beach/Palm Beach, FL","BOS","Boston, MA",
"PBI","West Palm Beach/Palm Beach, FL","DCA","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","JFK","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","FLL","Fort Lauderdale, FL",
"PBI","West Palm Beach/Palm Beach, FL","JFK","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","OPF","Miami, FL",
"PBI","West Palm Beach/Palm Beach, FL","HDN","Hayden, CO",
"PBI","West Palm Beach/Palm Beach, FL","MIA","Miami, FL",
"PBI","West Palm Beach/Palm Beach, FL","DEN","Denver, CO",
"PBI","West Palm Beach/Palm Beach, FL","HPN","White Plains, NY",
"PBI","West Palm Beach/Palm Beach, FL","DPA","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","HPN","White Plains, NY",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","DCA","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","HPN","White Plains, NY",
"PBI","West Palm Beach/Palm Beach, FL","OXC","Waterbury, CT",
"PBI","West Palm Beach/Palm Beach, FL","GFL","Glens Falls, NY",
"PBI","West Palm Beach/Palm Beach, FL","ADS","Dallas, TX",
"PBI","West Palm Beach/Palm Beach, FL","CVG","Cincinnati, OH",
"PBI","West Palm Beach/Palm Beach, FL","PIT","Pittsburgh, PA",
"PBI","West Palm Beach/Palm Beach, FL","CVG","Cincinnati, OH",
"PBI","West Palm Beach/Palm Beach, FL","AVL","Asheville, NC",
"PBI","West Palm Beach/Palm Beach, FL","IND","Indianapolis, IN",
"PBI","West Palm Beach/Palm Beach, FL","BWI","Baltimore, MD",
"PBI","West Palm Beach/Palm Beach, FL","ISP","Islip, NY",
"PBI","West Palm Beach/Palm Beach, FL","HOU","Houston, TX",
"PBI","West Palm Beach/Palm Beach, FL","ATL","Atlanta, GA",
"PBI","West Palm Beach/Palm Beach, FL","MDW","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","BWI","Baltimore, MD",
"PBI","West Palm Beach/Palm Beach, FL","ISP","Islip, NY",
"PBI","West Palm Beach/Palm Beach, FL","BNA","Nashville, TN",
"PBI","West Palm Beach/Palm Beach, FL","ATL","Atlanta, GA",
"PBI","West Palm Beach/Palm Beach, FL","MDW","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","DCA","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","ATL","Atlanta, GA",
"PBI","West Palm Beach/Palm Beach, FL","LGA","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","LGA","New York, NY",
"PBI","West Palm Beach/Palm Beach, FL","DTW","Detroit, MI",
"PBI","West Palm Beach/Palm Beach, FL","MSP","Minneapolis, MN",
"PBI","West Palm Beach/Palm Beach, FL","ATL","Atlanta, GA",
"PBI","West Palm Beach/Palm Beach, FL","CVG","Cincinnati, OH",
"PBI","West Palm Beach/Palm Beach, FL","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","MSY","New Orleans, LA",
"PBI","West Palm Beach/Palm Beach, FL","LEX","Lexington, KY",
"PBI","West Palm Beach/Palm Beach, FL","FRG","East Farmingdale, NY",
"PBI","West Palm Beach/Palm Beach, FL","ISP","Islip, NY",
"PBI","West Palm Beach/Palm Beach, FL","LIT","Little Rock, AR",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","DEN","Denver, CO",
"PBI","West Palm Beach/Palm Beach, FL","SDF","Louisville, KY",
"PBI","West Palm Beach/Palm Beach, FL","MCO","Orlando, FL",
"PBI","West Palm Beach/Palm Beach, FL","MIA","Miami, FL",
"PBI","West Palm Beach/Palm Beach, FL","ONT","Ontario, CA",
"PBI","West Palm Beach/Palm Beach, FL","JAX","Jacksonville, FL",
"PBI","West Palm Beach/Palm Beach, FL","RFD","Rockford, IL",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","PHX","Phoenix, AZ",
"PBI","West Palm Beach/Palm Beach, FL","CAE","Columbia, SC",
"PBI","West Palm Beach/Palm Beach, FL","SDF","Louisville, KY",
"PBI","West Palm Beach/Palm Beach, FL","RSW","Fort Myers, FL",
"PBI","West Palm Beach/Palm Beach, FL","MCO","Orlando, FL",
"PBI","West Palm Beach/Palm Beach, FL","IAH","Houston, TX",
"PBI","West Palm Beach/Palm Beach, FL","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","TTN","Trenton, NJ",
"PBI","West Palm Beach/Palm Beach, FL","ISP","Islip, NY",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","TTN","Trenton, NJ",
"PBI","West Palm Beach/Palm Beach, FL","ISP","Islip, NY",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","ACY","Atlantic City, NJ",
"PBI","West Palm Beach/Palm Beach, FL","ACY","Atlantic City, NJ",
"PBI","West Palm Beach/Palm Beach, FL","JAX","Jacksonville, FL",
"PBI","West Palm Beach/Palm Beach, FL","RSW","Fort Myers, FL",
"PBI","West Palm Beach/Palm Beach, FL","GPT","Gulfport/Biloxi, MS",
"PBI","West Palm Beach/Palm Beach, FL","SDF","Louisville, KY",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","MCO","Orlando, FL",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","DEN","Denver, CO",
"PBI","West Palm Beach/Palm Beach, FL","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","COS","Colorado Springs, CO",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","DEN","Denver, CO",
"PBI","West Palm Beach/Palm Beach, FL","IAD","Washington, DC",
"PBI","West Palm Beach/Palm Beach, FL","MIA","Miami, FL",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","EWR","Newark, NJ",
"PBI","West Palm Beach/Palm Beach, FL","IAH","Houston, TX",
"PBI","West Palm Beach/Palm Beach, FL","IAH","Houston, TX",
"PBI","West Palm Beach/Palm Beach, FL","IAH","Houston, TX",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","CAE","Columbia, SC",
"PBI","West Palm Beach/Palm Beach, FL","CLT","Charlotte, NC",
"PBI","West Palm Beach/Palm Beach, FL","DFW","Dallas/Fort Worth, TX",
"PBI","West Palm Beach/Palm Beach, FL","CLT","Charlotte, NC",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","CLT","Charlotte, NC",
"PBI","West Palm Beach/Palm Beach, FL","MIA","Miami, FL",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","CLT","Charlotte, NC",
"PBI","West Palm Beach/Palm Beach, FL","PHL","Philadelphia, PA",
"PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL",
"PBI","West Palm Beach/Palm Beach, FL","MEM","Memphis, TN",
"PBI","West Palm Beach/Palm Beach, FL","ATL","Atlanta, GA",
"PBI","West Palm Beach/Palm Beach, FL","FRG","East Farmingdale, NY",
"PBI","West Palm Beach/Palm Beach, FL","HPN","White Plains, NY",
"PBI","West Palm Beach/Palm Beach, FL","TEB","Teterboro, NJ",
"PBI","West Palm Beach/Palm Beach, FL","LAS","Las Vegas, NV",
"PBI","West Palm Beach/Palm Beach, FL","PIE","St. Petersburg, FL",
"PBI","West Palm Beach/Palm Beach, FL","SC6","Charleston, SC",
"PBI","West Palm Beach/Palm Beach, FL","HYA","Hyannis, MA",
"PBI","West Palm Beach/Palm Beach, FL","RBW","Walterboro, SC",
"PDB","Pedro Bay, AK","ILI","Iliamna, AK",
"PDB","Pedro Bay, AK","PTA","Port Alsworth, AK",
"PDB","Pedro Bay, AK","ILI","Iliamna, AK",
"PDB","Pedro Bay, AK","PTA","Port Alsworth, AK",
"PDK","Atlanta, GA","HPN","White Plains, NY",
"PDK","Atlanta, GA","ATL","Atlanta, GA",
"PDK","Atlanta, GA","VLD","Valdosta, GA",
"PDK","Atlanta, GA","LIT","Little Rock, AR",
"PDK","Atlanta, GA","FLL","Fort Lauderdale, FL",
"PDK","Atlanta, GA","HPN","White Plains, NY",
"PDK","Atlanta, GA","BNA","Nashville, TN",
"PDK","Atlanta, GA","SSI","Brunswick, GA",
"PDK","Atlanta, GA","DSI","Destin, FL",
"PDT","Pendleton, OR","PDX","Portland, OR",
"PDT","Pendleton, OR","GEG","Spokane, WA",
"PDT","Pendleton, OR","LGD","La Grande, OR",
"PDT","Pendleton, OR","GEG","Spokane, WA",
"PDT","Pendleton, OR","LGD","La Grande, OR",
"PDX","Portland, OR","MSP","Minneapolis, MN",
"PDX","Portland, OR","TUS","Tucson, AZ",
"PDX","Portland, OR","SCK","Stockton, CA",
"PDX","Portland, OR","IFP","Bullhead City, AZ",
"PDX","Portland, OR","JFK","New York, NY",
"PDX","Portland, OR","RDM","Bend/Redmond, OR",
"PDX","Portland, OR","PDT","Pendleton, OR",
"PDX","Portland, OR","LAX","Los Angeles, CA",
"PDX","Portland, OR","BWI","Baltimore, MD",
"PDX","Portland, OR","AFW","Dallas/Fort Worth, TX",
"PDX","Portland, OR","SCK","Stockton, CA",
"PDX","Portland, OR","ORD","Chicago, IL",
"PDX","Portland, OR","PSP","Palm Springs, CA",
"PDX","Portland, OR","DEN","Denver, CO",
"PDX","Portland, OR","LAS","Las Vegas, NV",
"PDX","Portland, OR","SAN","San Diego, CA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","HNL","Honolulu, HI",
"PDX","Portland, OR","OGG","Kahului, HI",
"PDX","Portland, OR","DFW","Dallas/Fort Worth, TX",
"PDX","Portland, OR","LAX","Los Angeles, CA",
"PDX","Portland, OR","FLL","Fort Lauderdale, FL",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","SFO","San Francisco, CA",
"PDX","Portland, OR","AUS","Austin, TX",
"PDX","Portland, OR","KOA","Kona, HI",
"PDX","Portland, OR","ANC","Anchorage, AK",
"PDX","Portland, OR","DCA","Washington, DC",
"PDX","Portland, OR","MCO","Orlando, FL",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","SAN","San Diego, CA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","SFO","San Francisco, CA",
"PDX","Portland, OR","ORD","Chicago, IL",
"PDX","Portland, OR","PSP","Palm Springs, CA",
"PDX","Portland, OR","SAN","San Diego, CA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","LAX","Los Angeles, CA",
"PDX","Portland, OR","AUS","Austin, TX",
"PDX","Portland, OR","ANC","Anchorage, AK",
"PDX","Portland, OR","SAN","San Diego, CA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","LAX","Los Angeles, CA",
"PDX","Portland, OR","ORD","Chicago, IL",
"PDX","Portland, OR","PSP","Palm Springs, CA",
"PDX","Portland, OR","SMF","Sacramento, CA",
"PDX","Portland, OR","DEN","Denver, CO",
"PDX","Portland, OR","LAS","Las Vegas, NV",
"PDX","Portland, OR","SAN","San Diego, CA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","HNL","Honolulu, HI",
"PDX","Portland, OR","OGG","Kahului, HI",
"PDX","Portland, OR","DFW","Dallas/Fort Worth, TX",
"PDX","Portland, OR","LAX","Los Angeles, CA",
"PDX","Portland, OR","FLL","Fort Lauderdale, FL",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","SFO","San Francisco, CA",
"PDX","Portland, OR","AUS","Austin, TX",
"PDX","Portland, OR","KOA","Kona, HI",
"PDX","Portland, OR","ANC","Anchorage, AK",
"PDX","Portland, OR","MCO","Orlando, FL",
"PDX","Portland, OR","BOI","Boise, ID",
"PDX","Portland, OR","ONT","Ontario, CA",
"PDX","Portland, OR","SLC","Salt Lake City, UT",
"PDX","Portland, OR","LAS","Las Vegas, NV",
"PDX","Portland, OR","OAK","Oakland, CA",
"PDX","Portland, OR","SAN","San Diego, CA",
"PDX","Portland, OR","GEG","Spokane, WA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","RDM","Bend/Redmond, OR",
"PDX","Portland, OR","ABQ","Albuquerque, NM",
"PDX","Portland, OR","LAX","Los Angeles, CA",
"PDX","Portland, OR","SJC","San Jose, CA",
"PDX","Portland, OR","BZN","Bozeman, MT",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","SFO","San Francisco, CA",
"PDX","Portland, OR","SNA","Santa Ana, CA",
"PDX","Portland, OR","BOI","Boise, ID",
"PDX","Portland, OR","FAT","Fresno, CA",
"PDX","Portland, OR","SMF","Sacramento, CA",
"PDX","Portland, OR","STS","Santa Rosa, CA",
"PDX","Portland, OR","GEG","Spokane, WA",
"PDX","Portland, OR","SEA","Seattle, WA",
"PDX","Portland, OR","RNO","Reno, NV",
"PDX","Portland, OR","RDM","Bend/Redmond, OR",
"PDX","Portland, OR","BIL","Billings, MT",
"PDX","Portland, OR","BZN","Bozeman, MT",
"PDX","Portland, OR","MFR","Medford, OR",
"PDX","Portland, OR","SMF","Sacramento, CA",
"PDX","Portland, OR","DEN","Denver, CO",
"PDX","Portland, OR","LAS","Las Vegas, NV",
"PDX","Portland, OR","OAK","Oakland, CA",
"PDX","Portland, OR","SJC","San Jose, CA",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","SMF","Sacramento, CA",
"PDX","Portland, OR","DEN","Denver, CO",
"PDX","Portland, OR","LAS","Las Vegas, NV",
"PDX","Portland, OR","OAK","Oakland, CA",
"PDX","Portland, OR","MKE","Milwaukee, WI",
"PDX","Portland, OR","DAL","Dallas, TX",
"PDX","Portland, OR","SJC","San Jose, CA",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","MDW","Chicago, IL",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","SLC","Salt Lake City, UT",
"PDX","Portland, OR","MSP","Minneapolis, MN",
"PDX","Portland, OR","SLC","Salt Lake City, UT",
"PDX","Portland, OR","DTW","Detroit, MI",
"PDX","Portland, OR","SLC","Salt Lake City, UT",
"PDX","Portland, OR","MSP","Minneapolis, MN",
"PDX","Portland, OR","ATL","Atlanta, GA",
"PDX","Portland, OR","MIA","Miami, FL",
"PDX","Portland, OR","SMF","Sacramento, CA",
"PDX","Portland, OR","DEN","Denver, CO",
"PDX","Portland, OR","SLC","Salt Lake City, UT",
"PDX","Portland, OR","MSP","Minneapolis, MN",
"PDX","Portland, OR","PHX","Phoenix, AZ",
"PDX","Portland, OR","SFO","San Francisco, CA",
"PDX","Portland, OR","OKC","Oklahoma City, OK",
"PDX","Portland, OR","RDM","Bend/Redmond, OR",
"PDX","Portland, OR","MFR","Medford, OR",
"PDX","Portland, OR","OTH","North Bend/Coos Bay, OR",
"PDX","Portland, OR","RBG","Roseburg, OR",
"PDX","Portland, OR","LMT","Klamath Falls, OR",
